,City of Interest,City,State,Total INC 5000 Businesses in Area,Construction,IT Services,Advertising & Marketing,Government Services,Health,Financial Services,Food & Beverage,Real Estate,Security,Education,Human Resources,Consulting,Manufacturing,Business Products & Services,Logistics & Transportation,Software,Travel & Hospitality,Retail,Telecommunications,Media,Consumer Products & Services,Energy,Insurance,Environmental Services,Engineering,Computer Hardware,Business Services
"Santa+Clarita,+CA",,Santa Clarita,CA,123,1,12,24,0,4,8,5,2,2,2,2,0,4,12,1,9,3,7,3,7,8,0,2,0,2,3,0
"Santa+Cruz,+CA",,Santa Cruz,CA,59,2,19,6,0,1,3,2,0,2,3,0,0,1,5,0,3,0,1,4,0,0,0,0,2,2,3,0
"Santa+Fe+Springs,+CA",,Santa Fe Springs,CA,233,4,21,36,2,10,17,5,7,4,1,6,0,4,27,7,14,4,14,8,10,17,2,4,1,3,5,0
"Santa+Monica,+CA",,Santa Monica,CA,165,1,14,29,1,8,8,5,2,2,2,2,0,5,17,5,12,4,12,5,8,12,1,2,1,3,4,0
"Santa+Rosa,+CA",,Santa Rosa,CA,7,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Santee,+CA",,Santee,CA,91,6,5,9,3,5,7,2,3,0,3,2,0,4,11,0,8,4,3,2,0,4,3,0,2,2,2,1
"Sarasota,+FL",,Sarasota,FL,12,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,2,0,0,0,0,0,0
"Saratoga,+CA",,Saratoga,CA,111,2,29,11,0,3,6,1,1,2,3,4,0,2,10,1,14,0,5,4,0,0,3,0,3,2,5,0
"Saratoga+Springs,+NY",,Saratoga Springs,NY,15,0,2,1,0,2,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,2,1,0,0,0,0,0
"Saugus,+MA",,Saugus,MA,163,5,28,18,2,16,8,3,3,1,2,5,0,5,14,2,16,5,5,6,1,5,5,2,2,4,0,0
"Sauk+Rapids,+MN",,Sauk Rapids,MN,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Sausalito,+CA",,Sausalito,CA,150,2,15,28,0,5,8,13,4,1,5,8,0,3,15,2,17,0,7,2,3,6,4,1,1,0,0,0
"Savannah,+GA",,Savannah,GA,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Scarsdale,+NY",,Scarsdale,NY,286,4,38,60,1,18,13,7,3,4,12,11,0,6,25,5,14,7,14,8,15,13,2,1,1,3,1,0
"Schaumburg,+IL",,Schaumburg,IL,246,9,46,27,0,15,10,12,6,4,7,11,0,16,22,10,13,1,7,6,3,10,2,1,1,2,5,0
"Schenectady,+NY",,Schenectady,NY,16,0,3,1,0,2,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,2,1,0,0,0,0,0
"Schertz,+TX",,Schertz,TX,23,2,2,0,2,7,0,0,0,2,1,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0
"Schiller+Park,+IL",,Schiller Park,IL,247,9,46,27,0,15,10,12,6,4,7,11,0,17,23,10,13,1,7,6,3,10,2,1,1,2,4,0
"Schuamburg,+IL",,Schuamburg,IL,246,9,46,27,0,15,10,12,6,4,7,11,0,16,22,10,13,1,7,6,3,10,2,1,1,2,5,0
"scotch+plains,+NJ",,scotch plains,NJ,301,5,58,52,1,15,12,6,2,1,11,16,0,4,26,3,18,6,15,10,13,14,3,4,2,3,1,0
"Scottsdale,+AZ",,Scottsdale,AZ,92,0,13,6,3,12,4,1,3,3,1,1,0,4,9,2,13,0,7,2,0,5,1,0,0,2,0,0
"Scranton,+PA",,Scranton,PA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seabrook,+NH",,Seabrook,NH,40,2,7,2,0,3,2,1,1,0,1,1,0,2,6,2,2,0,1,2,0,1,2,0,1,1,0,0
"Seaford,+DE",,Seaford,DE,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Seaside,+CA",,Seaside,CA,5,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seatle,+WA",,Seatle,WA,113,0,14,12,0,10,5,2,5,0,0,1,0,6,24,3,10,0,5,2,0,6,3,1,0,3,1,0
"Columbus,+OH",1,Columbus,OH,42,1,11,5,1,3,3,1,0,0,0,1,0,1,1,3,2,0,3,1,0,0,2,0,1,1,1,0
"Secaucus,+NJ",,Secaucus,NJ,311,5,54,57,1,18,14,7,3,2,13,14,0,6,30,3,18,6,14,10,12,13,3,2,2,3,1,0
"Selbyville,+DE",,Selbyville,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Sharon,+MA",,Sharon,MA,149,5,24,19,2,14,8,5,3,1,2,4,0,3,11,2,16,6,5,5,1,4,3,2,1,3,0,0
"Sharon,+PA",,Sharon,PA,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sharon+Hill,+PA",,Sharon Hill,PA,132,5,21,7,1,17,10,1,1,0,5,12,0,6,15,3,7,3,2,1,1,5,2,4,3,0,0,0
"Shaumburg,+IL",,Shaumburg,IL,246,9,46,27,0,15,10,12,6,4,7,11,0,16,22,10,13,1,7,6,3,10,2,1,1,2,5,0
"Shawnee,+KS",,Shawnee,KS,36,1,6,5,2,2,2,1,1,2,1,1,0,1,3,6,1,0,0,0,0,0,0,0,1,0,0,0
"Sheffield+Village,+OH",,Sheffield Village,OH,44,1,5,3,1,5,3,0,2,0,0,3,0,4,10,1,1,0,1,0,2,0,0,1,0,1,0,0
"Shelby+Twp,+MI",,Shelby Twp,MI,75,3,17,7,1,2,7,3,1,0,2,7,0,1,8,0,3,0,1,3,1,3,1,0,2,2,0,0
"Shelton,+CT",,Shelton,CT,34,2,3,5,1,3,3,2,0,1,1,0,0,2,2,2,2,0,1,0,3,0,0,1,0,0,0,0
"Sherman+Oaks,+CA",,Sherman Oaks,CA,164,1,13,28,1,7,8,5,2,2,2,2,0,4,19,6,12,4,13,4,8,12,1,2,1,3,4,0
"Short+Hills,+NJ",,Short Hills,NJ,296,5,52,52,1,16,14,7,2,1,11,15,0,5,29,4,18,6,13,9,11,12,3,4,2,3,1,0
"Shreveport,+LA",,Shreveport,LA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"Shrewsbury,+NJ",,Shrewsbury,NJ,257,2,47,51,0,9,10,6,2,1,12,12,0,4,20,2,16,5,13,7,13,13,3,2,2,4,1,0
"Sierra+Madre,+CA",,Sierra Madre,CA,164,2,14,26,1,6,9,5,4,3,1,0,0,4,18,5,11,4,14,7,8,12,1,2,1,2,4,0
"Silver+Spring,+MD",,Silver Spring,MD,354,10,87,17,104,10,11,1,8,5,4,9,0,1,31,6,19,4,2,7,2,5,6,0,2,2,1,0
"Simi+Valley,+CA",,Simi Valley,CA,76,0,8,12,0,4,5,4,1,1,2,3,0,3,5,1,3,1,4,2,6,8,0,1,0,1,1,0
"Singer+Island,+FL",,Singer Island,FL,32,2,3,7,1,2,2,1,0,0,1,1,0,3,3,0,1,2,1,1,0,1,0,0,0,0,0,0
"Sioux+Falls,+SD",,Sioux Falls,SD,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skillman,+NJ",,Skillman,NJ,88,1,24,2,1,7,3,2,1,0,2,6,0,9,7,2,6,1,3,2,1,2,2,3,1,0,0,0
"Slater,+IA",,Slater,IA,8,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
"Smyrna,+GA",,Smyrna,GA,177,6,39,10,1,14,13,5,5,4,0,16,0,7,16,6,12,0,5,7,2,4,1,2,0,0,2,0
"So.+Burlington,+VT",,So. Burlington,VT,6,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"Solana+Beach,+CA",,Solana Beach,CA,101,6,5,10,4,5,7,2,4,0,3,2,0,6,11,1,10,4,3,2,0,5,3,1,2,2,2,1
"Solon,+OH",,Solon,OH,59,2,6,4,1,7,4,0,1,2,0,5,0,7,10,2,1,0,0,1,2,2,0,1,0,1,0,0
"Somerset,+NJ",,Somerset,NJ,92,2,27,4,1,6,3,1,0,0,2,6,0,4,9,2,9,0,3,4,1,2,2,3,1,0,0,0
"Somerville,+MA",,Somerville,MA,169,5,28,19,3,18,9,4,3,1,3,5,0,4,14,3,16,6,5,6,1,4,5,2,1,4,0,0
"South+Barrington,+IL",,South Barrington,IL,151,9,26,9,0,9,5,9,1,0,4,8,0,15,12,7,6,1,6,4,2,7,2,1,1,2,5,0
"South+Bend,+IN",,South Bend,IN,9,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"South+Burlington,+VT",,South Burlington,VT,6,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"South+Easton,+MA",,South Easton,MA,126,2,19,17,2,9,8,5,3,2,1,3,0,3,7,2,13,6,6,4,1,3,3,3,1,3,0,0
"South+El+Monte,+CA",,South El Monte,CA,228,3,21,35,2,9,16,5,7,4,1,5,0,4,27,7,14,4,14,8,9,18,2,4,1,3,5,0
"South+Jordan,+UT",,South Jordan,UT,86,7,1,7,1,5,7,5,0,5,2,3,0,4,5,4,11,0,8,2,0,6,0,2,0,0,1,0
"South+Ogden,+UT",,South Ogden,UT,11,1,0,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0
"South+Plainfield,+NJ",,South Plainfield,NJ,297,3,58,52,1,15,10,6,2,1,11,15,0,5,27,3,18,6,14,10,13,14,3,4,2,3,1,0
"South+San+Francisco,+CA",,South San Francisco,CA,189,2,22,31,0,7,12,11,4,3,6,9,0,3,20,2,24,0,10,5,2,6,4,1,2,0,3,0
"South+Windsor,+CT",,South Windsor,CT,15,1,3,1,0,1,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,1,0,0,1,0,0
"Southampton,+PA",,Southampton,PA,132,4,22,7,0,15,10,1,1,0,3,13,0,9,15,3,7,3,3,1,1,4,3,4,3,0,0,0
"Southborough,+MA",,Southborough,MA,148,5,24,17,3,15,7,4,3,1,2,4,0,3,10,2,16,6,5,5,1,4,4,2,2,3,0,0
"Southern+Pines,+NC",,Southern Pines,NC,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Southfield,+MI",,Southfield,MI,88,3,18,7,1,4,9,3,1,0,2,7,0,3,8,2,4,0,1,3,1,5,1,0,2,3,0,0
"Southfileld,+MI",,Southfileld,MI,88,3,18,7,1,4,9,3,1,0,2,7,0,3,8,2,4,0,1,3,1,5,1,0,2,3,0,0
"Southlake,+TX",,Southlake,TX,145,8,28,5,1,8,13,5,5,3,0,5,0,9,17,1,7,5,6,5,0,6,5,1,2,0,0,0
"Sparta,+WI",,Sparta,WI,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Spartanburg,+SC",,Spartanburg,SC,15,0,2,1,0,1,1,0,0,0,0,1,0,0,2,2,1,1,1,0,0,1,0,1,0,0,0,0
"Spearfish,+SD",,Spearfish,SD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spirit+lake,+IA",,Spirit lake,IA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Spokane,+WA",,Spokane,WA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Spokane+Valley,+WA",,Spokane Valley,WA,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Spring,+TX",,Spring,TX,96,0,12,6,0,6,3,1,2,1,0,6,0,2,11,3,9,1,3,1,0,4,19,1,2,3,0,0
"Spring+Hill,+FL",,Spring Hill,FL,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Springfield,+VA",,Springfield,VA,315,6,80,17,93,10,9,1,8,5,2,7,0,1,26,6,19,4,2,6,2,3,4,0,2,1,1,0
"Springfield,+MO",,Springfield,MO,6,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Springfield,+IL",,Springfield,IL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springville,+UT",,Springville,UT,36,3,0,3,0,3,1,4,0,5,1,1,0,1,1,1,6,0,2,1,0,2,0,1,0,0,0,0
"St+Charles,+IL",,St Charles,IL,141,9,23,8,0,8,6,9,1,0,3,8,0,14,11,7,4,1,7,3,2,6,2,1,1,2,5,0
"St+James,+NY",,St James,NY,46,2,4,7,0,3,3,1,1,3,2,0,0,2,1,4,3,2,0,2,3,2,0,1,0,0,0,0
"St+Louis+Park,+MN",,St Louis Park,MN,77,4,17,8,0,8,3,0,1,1,0,3,0,2,8,2,6,0,5,2,0,2,4,0,0,1,0,0
"St+Petersburgh,+FL",,St Petersburgh,FL,61,1,10,6,6,6,1,0,3,1,0,1,0,2,6,2,4,0,3,3,0,3,0,2,0,0,1,0
"St.+Augustine,+FL",,St. Augustine,FL,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"St.+Charles,+IL",,St. Charles,IL,141,9,23,8,0,8,6,9,1,0,3,8,0,14,11,7,4,1,7,3,2,6,2,1,1,2,5,0
"St.+Cloud,+MN",,St. Cloud,MN,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"St.+Louis,+MO",,St. Louis,MO,33,1,4,3,1,2,6,1,0,1,1,1,0,1,2,3,1,0,1,0,0,2,0,0,1,1,0,0
"St.+Louis+Park,+MN",,St. Louis Park,MN,77,4,17,8,0,8,3,0,1,1,0,3,0,2,8,2,6,0,5,2,0,2,4,0,0,1,0,0
"St.+Paul,+MN",,St. Paul,MN,77,4,17,8,0,7,4,1,1,1,0,3,0,1,8,2,6,0,5,2,0,2,4,0,0,1,0,0
"St.+Petersburg,+FL",,St. Petersburg,FL,61,1,10,6,6,6,1,0,3,1,0,1,0,2,6,2,4,0,3,3,0,3,0,2,0,0,1,0
"St.+Rose,+LA",,St. Rose,LA,10,2,2,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"St.+Simons+Island,+GA",,St. Simons Island,GA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stafford,+TX",,Stafford,TX,90,1,12,4,0,8,3,1,1,1,1,6,0,2,10,3,8,0,2,1,0,4,17,1,1,3,0,0
"Stafford,+VA",,Stafford,VA,36,2,5,2,14,1,0,0,1,1,1,1,0,0,3,2,1,0,0,1,0,0,0,0,1,0,0,0
"Stamford,+CT",,Stamford,CT,91,3,11,12,1,8,7,2,1,3,3,1,0,5,8,6,4,2,4,2,4,2,0,2,0,0,0,0
"Starkville,+MS",,Starkville,MS,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"State+College,+PA",,State College,PA,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Staten+Island,+NY",,Staten Island,NY,310,5,56,53,1,17,15,7,2,1,11,15,0,4,27,4,19,6,16,9,13,15,4,3,2,4,1,0
"Statesville,+NC",,Statesville,NC,8,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0
"Staunton,+VA",,Staunton,VA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sterling,+VA",,Sterling,VA,319,7,80,16,96,10,9,1,8,5,2,7,0,1,26,6,19,5,2,6,2,3,4,0,2,1,1,0
"Sterling+Heights,+MI",,Sterling Heights,MI,82,3,18,7,1,4,7,3,1,0,2,7,0,2,8,2,3,0,1,3,1,3,1,0,2,3,0,0
"Stevensville,+MD",,Stevensville,MD,42,4,8,5,6,1,1,0,0,1,0,1,0,2,5,1,1,0,1,0,1,1,2,0,0,1,0,0
"Stillwater,+OK",,Stillwater,OK,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stone+Mountain,+GA",,Stone Mountain,GA,185,6,40,12,2,14,13,5,4,4,0,16,0,7,17,6,13,0,5,8,2,4,1,2,1,0,3,0
"Stoneham,+MA",,Stoneham,MA,167,5,28,18,3,17,8,3,3,1,2,5,0,5,14,2,17,5,5,7,1,5,5,2,2,4,0,0
"Stoughton,+MA",,Stoughton,MA,151,5,25,20,2,13,8,5,3,1,2,4,0,3,11,2,16,6,5,5,1,4,4,2,1,3,0,0
"Strongsville,+OH",,Strongsville,OH,58,2,6,4,1,7,4,0,2,1,0,5,0,6,10,2,1,0,1,1,2,1,0,1,0,1,0,0
"Stuart,+FL",,Stuart,FL,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"Suffolk,+VA",,Suffolk,VA,11,1,2,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"Sugar+Land,+TX",,Sugar Land,TX,89,1,12,4,0,8,3,1,1,1,1,6,0,2,10,3,8,0,2,1,0,4,16,1,1,3,0,0
"Sugarcreek,+OH",,Sugarcreek,OH,5,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Summerville,+SC",,Summerville,SC,17,0,4,1,0,0,1,1,0,0,1,1,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0
"Sun+Prairie,+WI",,Sun Prairie,WI,10,0,2,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Sun+Valley,+CA",,Sun Valley,CA,161,1,13,28,1,7,8,5,2,2,2,2,0,4,18,6,12,4,13,4,8,12,1,2,1,2,3,0
"Sunnyvale,+CA",,Sunnyvale,CA,129,2,33,11,0,4,7,3,1,2,3,5,0,3,11,1,16,0,5,6,1,0,4,0,3,2,6,0
"Sunrise,+FL",,Sunrise,FL,98,2,13,12,0,9,6,2,2,1,3,5,0,3,8,4,4,5,5,2,1,6,2,2,0,1,0,0
"Sussex,+WI",,Sussex,WI,44,0,5,4,1,1,2,0,1,0,0,4,0,7,5,2,1,0,5,0,1,2,0,0,1,2,0,0
"Sussex,+NJ",,Sussex,NJ,20,1,6,2,0,1,1,0,1,0,0,0,0,0,3,0,2,0,0,1,0,0,1,1,0,0,0,0
"Suwanee,+GA",,Suwanee,GA,179,8,38,12,2,12,13,5,4,4,0,16,0,6,17,5,13,0,4,8,1,4,1,2,1,0,3,0
"Sweetwater,+TN",,Sweetwater,TN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sylvania,+OH",,Sylvania,OH,11,2,0,0,0,1,0,1,0,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0
"Syosset,+NY",,Syosset,NY,272,4,36,58,1,13,14,7,3,4,12,10,0,7,22,5,11,7,14,8,14,14,1,2,1,3,1,0
"Syracuse,+NE",,Syracuse,NE,9,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0
"Syracuse,+NY",,Syracuse,NY,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tacoma,+WA",,Tacoma,WA,90,0,12,11,0,8,4,1,2,0,0,0,0,5,19,3,8,0,4,2,0,6,3,1,0,1,0,0
"Tallahassee,+FL",,Tallahassee,FL,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tallayassee,+FL",,Tallayassee,FL,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tamarac,+FL",,Tamarac,FL,98,2,13,13,0,9,6,2,2,1,3,5,0,3,8,4,4,4,5,2,1,6,2,2,0,1,0,0
"Tampa,+FL",,Tampa,FL,61,1,10,6,6,7,1,0,3,1,0,1,0,2,6,2,4,0,3,3,0,2,0,2,0,0,1,0
"Taos,+NM",,Taos,NM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tarpon+Springs,+FL",,Tarpon Springs,FL,61,2,10,6,6,7,1,0,3,1,0,1,0,2,6,2,4,0,3,3,0,1,0,2,0,0,1,0
"Tarrytown,+NY",,Tarrytown,NY,278,4,37,58,1,17,13,7,3,3,12,11,0,5,25,3,14,7,13,8,15,13,3,1,1,3,1,0
"Taunton,+MA",,Taunton,MA,50,0,7,7,0,5,5,2,0,1,0,1,0,2,2,2,2,2,3,3,0,1,2,2,0,1,0,0
"Taylor,+MI",,Taylor,MI,82,3,17,7,1,4,8,3,1,0,2,7,0,3,7,2,4,0,1,2,1,3,1,0,2,3,0,0
"Temecula,+CA",,Temecula,CA,21,0,0,2,1,1,0,2,2,0,0,0,0,3,0,1,2,1,1,0,0,2,0,1,1,0,1,0
"Tempe,+AZ",,Tempe,AZ,92,0,13,6,3,12,4,1,3,3,1,1,0,4,9,2,13,0,7,2,0,5,1,0,0,2,0,0
"Terre+Haute,+IN",,Terre Haute,IN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Texas,+TX",,Texas,TX,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The+Villages,+FL",,The Villages,FL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"The+Woodlands,+TX",,The Woodlands,TX,91,0,12,4,0,5,3,1,2,1,0,6,0,2,11,3,9,1,3,1,0,4,18,1,2,2,0,0
"Thermal,+CA",,Thermal,CA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Thonotosassa,+FL",,Thonotosassa,FL,55,1,10,6,5,5,1,0,3,1,0,1,0,1,6,3,4,0,1,2,0,2,0,2,0,0,1,0
"Thousand+Oaks,+CA",,Thousand Oaks,CA,79,0,7,14,1,5,4,4,1,1,2,3,0,3,5,1,5,1,3,2,3,11,0,1,0,1,1,0
"Toledo,+OH",,Toledo,OH,12,2,0,0,0,1,0,1,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0
"Toledo,+IL",,Toledo,IL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tomball,+TX",,Tomball,TX,95,1,12,6,0,6,3,1,2,1,0,6,0,2,11,3,9,1,3,1,0,4,18,1,2,2,0,0
"Toms+River,+NJ",,Toms River,NJ,18,0,4,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,2,1,1,0,0,1,0,0
"Topsfield,+MA",,Topsfield,MA,150,5,24,18,2,15,6,4,3,1,2,4,0,4,14,1,17,5,4,6,1,4,3,2,2,3,0,0
"Torrance,+CA",,Torrance,CA,185,3,13,29,1,9,13,5,3,4,1,3,0,4,20,5,12,4,13,7,9,16,1,2,1,3,4,0
"Torrington,+CT",,Torrington,CT,17,1,4,1,0,1,1,1,0,0,1,0,0,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0
"Towson,+MD",,Towson,MD,66,5,11,4,15,2,3,0,0,1,2,2,0,1,9,1,1,0,1,1,1,2,1,1,0,2,0,0
"Tracy,+CA",,Tracy,CA,20,0,5,0,0,0,2,0,0,0,0,1,0,1,3,0,3,0,1,1,0,0,2,0,0,0,1,0
"Traverse+City,+MI",,Traverse City,MI,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Trenton,+NJ",,Trenton,NJ,113,1,23,4,1,14,7,1,1,0,4,11,0,9,10,3,5,2,3,1,2,3,3,3,2,0,0,0
"Trevose,+PA",,Trevose,PA,131,4,22,7,0,15,10,1,1,0,3,13,0,9,15,3,7,3,3,1,1,4,3,4,2,0,0,0
"Trinity,+FL",,Trinity,FL,61,2,10,6,6,7,1,0,3,1,0,1,0,2,6,2,4,0,3,3,0,1,0,2,0,0,1,0
"Troy,+MI",,Troy,MI,82,3,18,7,1,4,7,3,1,0,2,7,0,2,8,2,3,0,1,3,1,3,1,0,2,3,0,0
"Troy,+NY",,Troy,NY,16,0,3,1,0,2,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,2,1,0,0,0,0,0
"Troy,+OH",,Troy,OH,14,1,3,0,1,1,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"Trumbull,+CT",,Trumbull,CT,34,1,4,5,0,2,3,2,0,1,3,0,0,1,2,2,2,0,0,0,4,0,0,2,0,0,0,0
"Tualatin,+OR",,Tualatin,OR,49,1,3,11,0,3,2,3,1,3,0,0,0,2,3,0,8,1,2,3,1,1,0,0,0,1,0,0
"Tucker,+GA",,Tucker,GA,184,6,40,11,2,14,13,5,4,4,0,16,0,7,17,6,13,0,5,8,2,4,1,2,1,0,3,0
"Tucson,+AZ",,Tucson,AZ,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Tukwila,+WA",,Tukwila,WA,112,0,14,12,0,10,5,2,5,0,0,1,0,5,24,3,10,0,5,2,0,6,3,1,0,3,1,0
"Tulsa,+OK",,Tulsa,OK,14,0,3,0,0,1,2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,0,1,0,0
"Turlock,+CA",,Turlock,CA,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tustin,+CA",,Tustin,CA,143,4,13,15,1,7,12,2,6,2,0,7,0,4,17,7,6,0,9,7,3,12,2,2,0,1,4,0
"Twinsburg,+OH",,Twinsburg,OH,59,2,6,4,1,7,4,0,1,2,0,5,0,7,10,2,1,0,0,1,2,2,0,1,0,1,0,0
"Tyler,+TX",,Tyler,TX,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tysons+Corner,+VA",,Tysons Corner,VA,340,8,84,17,102,10,10,1,8,5,4,8,0,1,27,6,19,5,2,7,2,4,5,0,2,2,1,0
"Tyson's+Corner,+VA",,Tyson's Corner,VA,340,8,84,17,102,10,10,1,8,5,4,8,0,1,27,6,19,5,2,7,2,4,5,0,2,2,1,0
"Union+City,+CA",,Union City,CA,230,4,42,36,0,7,13,11,4,3,6,8,0,5,22,2,27,0,10,7,2,5,5,0,3,2,6,0
"Uniondale,+NY",,Uniondale,NY,266,3,38,55,0,15,12,7,3,3,12,10,0,5,23,4,11,7,14,8,14,14,1,2,1,3,1,0
"Urbana,+IA",,Urbana,IA,10,0,2,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0
